dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.401248,5.428433,4.578256,0.681961,-1.090052,6.521046,5.574626
0.020000,6.411157,5.419627,4.591513,0.662828,-0.956661,6.669556,5.538604
0.020000,6.420505,5.410699,4.604440,0.646351,-0.823830,6.641546,5.502795
0.020000,6.429335,5.401642,4.617089,0.632449,-0.695108,6.436120,5.467356
0.020000,6.437686,5.392449,4.629508,0.620974,-0.573746,6.068081,5.432434
0.020000,6.445595,5.383115,4.641743,0.611722,-0.462607,5.556966,5.398162
0.020000,6.453093,5.373632,4.653832,0.604448,-0.363701,4.945290,5.364662
0.020000,6.460206,5.363995,4.665809,0.598873,-0.278778,4.246164,5.332036
0.020000,6.466959,5.354204,4.677703,0.594711,-0.208088,3.534490,5.300370
0.020000,6.473370,5.344258,4.689537,0.591664,-0.152319,2.788451,5.269731
0.020000,6.479456,5.334161,4.701326,0.589447,-0.110861,2.072871,5.240170
0.020000,6.485231,5.323921,4.713082,0.587797,-0.082487,1.418707,5.211721
0.020000,6.490705,5.313548,4.724811,0.586474,-0.066191,0.814818,5.184403
0.020000,6.495889,5.303054,4.736516,0.585251,-0.061136,0.252715,5.158223
0.020000,6.500792,5.292453,4.748195,0.583957,-0.064711,-0.178715,5.133178
0.020000,6.505422,5.281764,4.759844,0.582438,-0.075918,-0.560342,5.109252
0.020000,6.509787,5.271004,4.771455,0.580564,-0.093724,-0.890309,5.086424
0.020000,6.513894,5.260194,4.783020,0.578232,-0.116601,-1.143837,5.064668
0.020000,6.517752,5.249352,4.794528,0.575386,-0.142282,-1.284084,5.043950
0.020000,6.521368,5.238499,4.805967,0.571950,-0.171786,-1.475203,5.024237
0.020000,6.524750,5.227657,4.817325,0.567911,-0.201991,-1.510221,5.005491
0.020000,6.527908,5.216844,4.828589,0.563218,-0.234631,-1.632025,4.987673
0.020000,6.530849,5.206081,4.839747,0.557891,-0.266341,-1.585474,4.970743
0.020000,6.533583,5.195386,4.850785,0.551910,-0.299045,-1.635230,4.954664
0.020000,6.536118,5.184779,4.861691,0.545302,-0.330419,-1.568664,4.939396
0.020000,6.538464,5.174276,4.872453,0.538073,-0.361449,-1.551501,4.924902
0.020000,6.540628,5.163895,4.883057,0.530229,-0.392178,-1.536464,4.911145
0.020000,6.542622,5.153651,4.893494,0.521818,-0.420563,-1.419269,4.898089
0.020000,6.544453,5.143559,4.903750,0.512840,-0.448902,-1.416951,4.885703
0.020000,6.546130,5.133633,4.913817,0.503342,-0.474888,-1.299287,4.873952
0.020000,6.547663,5.123886,4.923684,0.493326,-0.500836,-1.297404,4.862807
0.020000,6.549059,5.114331,4.933341,0.482844,-0.524082,-1.162293,4.852238
0.020000,6.550328,5.104978,4.942779,0.471912,-0.546614,-1.126584,4.842218
